Position,Artist,Song Title,Year,Lyrics
72,Bobby Goldsboro,Honey,1968,"See the tree, how big it's grown
But friend, it hasn't been too long it wasn't big
I laughed at her and she got mad
The first day that she planted it was just a twig

Then the first snow came and she ran
Out to brush the snow away so it wouldn't die
Came runnin' in all excited
Slipped and almost hurt herself, I laughed 'til I cried

She was always young at heart
Kind a dumb and kind a smart and I loved her so
I surprised her with a puppy
Kept me up all Christmas Eve two years ago

And it would sure embarrass her when
I came home from working late 'cause I would know
That she'd been sittin' there cryin'
Over some sad and silly late, late show

And honey, I miss you and I'm being good
And I'd love to be with you if only I could
She wrecked the car and she was sad
And so afraid that I'd be mad but what the heck

Though I pretended hard to be
Guess you could say, she saw through me and hugged my neck
I came home unexpectedly
And found her crying needlessly in middle of the day

And it was in the early spring
When flowers bloom and Robin's sing, she went away
And honey, I miss you and I'm being good
And I'd love to be with you if only I could

Yes, one day while I wasn't home
While she was there and all alone, the angels came
Now all I have is memories of honey
And I wake up nights and call her name

Now my life's an empty stage
Where honey lived and honey played and love grew up
A small cloud passes over head
And cries down in the flower bed that honey loved

See the tree, how big it's grown"
73,John Fred & His Playboy Band,Judy in Disguise (With Glasses),1968,"Judy in disguise,
well, that's what you are,
lemonade pie
with a brand new car.
cantalope eyes come to me tonight
judy in disguise with glasses.
keep a-wearin' your bracelets
and your new rara,
cross your heart
with your living bra.
chimney sweep sparrow with guise
judy in disguise with glasses.
come to me tonight,
come to me tonight,
taking everything in sight,
and zip up the strings of my kite
judy in disguise,
well, what you aiming for,
a circus of horrors, yeah,
well that's what you are.
you made me a life of ashes,
i guess i'll just take your glasses"
74,Trini Lopez,If I Had a Hammer,1963,We do not have the lyrics for If I Had a Hammer yet.
75,The Beatles,Lady Madonna,1968,"Lady Madonna, children at your feet
Wonder how you manage to make ends meet
Who finds the money? When you pay the rent?
Did you think that money was Heaven sent?
Friday night arrives without a suitcase
Sunday morning creep in like a nun
Monday's child has learned to tie his bootlace
See how they run

Lady Madonna, baby at your breast
Wonder how you manage to feed the rest

See how they run

Lady Madonna, lying on the bed
Listen to the music playing in your head

Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night you stockings needed mending
See how they run

Lady Madonna, children at your feet
Wonder how you manage to make ends meet"
76,Elvis Presley,Good Luck Charm,1962,"Uh-huh huh, uh-huh huh
Uh-huh huh, oh, yeah

Don't want a four leaf clover
Don't want an old horse shoe
Want your kiss 'cause I just can't miss
With a good luck charm like you

Come on and be my little good luck charm
Uh-huh huh, hey, you sweet delight
I want a good luck charm, hanging on my arm
To have, to have, to hold, to hold tonight

Don't want a silver dollar
Rabbit's foot on a string
The happiness in your warm caress
No rabbit's foot can bring

Come on and be my little good luck charm
Uh-huh huh, hey, you sweet delight
I want a good luck charm, hanging on my arm
To have, to have, to hold, to hold tonight

Uh-huh huh, uh-huh huh
Uh-huh huh, oh, yeah
Uh-huh huh, uh-huh huh
Tonight

If I found a lucky penny
I'd toss it across the bay
Your love is worth all the gold on earth
No wonder that I say

Come on and be my little good luck charm
Uh-huh huh, hey, you sweet delight
I want a good luck charm, hanging on my arm
To have, to have, to hold, to hold tonight

Uh-huh huh, uh-huh huh
Uh-huh huh, oh, yeah
Uh-huh huh, uh-huh huh
Tonight"
77,The Beatles,Strawberry Fields Forever,1967,"Let me take you down
â€~Cause I'm going to Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever

Living is easy with eyes closed
Misunderstanding all you see
It's getting hard to be someone
But it all works out
It doesn't matter much to me

Let me take you down
â€~Cause I'm going to Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever

No one I think is in my tree
I mean it must be high or low
That is you can't, you know, tune in
But it's all right
That is I think it's not too bad

Let me take you down
â€~Cause I'm going to Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever

Always, no sometimes, think it's me
But you know I know when it's a dream
I think I know I mean a yes
But it's all wrong
That is I think I disagree

Let me take you down
â€~Cause I'm going to Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever
Strawberry Fields forever
Strawberry Fields forever"
78,Bob Dylan,Like a Rolling Stone,1965,"Once upon a time you dressed so fine
Threw the bums a dime in your prime, didn't you?
People call, say, ""Beware doll you're bound to fall""
You thought they were all kiddin' you

You used to laugh about everybody that was hangin' out
Now you don't talk so loud
Now you don't seem so proud
About having to be scrounging your next meal

How does it feel?
How does it feel?
To be without a home
Like a complete unknown
Like a rolling stone

You've gone to the finest school, all right Miss Lonely
But you know you only used to get juiced in it
Nobody's ever taught you how to live out on the street
And now you're gonna have to get used to it

You said you'd never compromise with the mystery tramp
But now you realize, he's not selling any alibis
As you stare into the vacuum of his eyes
And say, ""Do you want to make a deal?""

How does it feel?
How does it feel?
To be on your own
With no direction home
A complete unknown
Like a rolling stone

You never turned around to see the frowns
On the jugglers and the clowns when they all did tricks for you
Never understood that it ain't no good
You shouldn't let other people get your kicks for you

You used to ride on the chrome horse with your diplomat
Who carried on his shoulder a Siamese cat
Ain't it hard when you discover that he really wasn't where it's at?
After he took from you everything he could steal

How does it feel?
How does it feel?
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone

Princess on the steeple and all the pretty people
They're all drinkin', thinkin' that they got it made
Exchanging all precious gifts
But you better take your diamond ring, you better pawn it babe

You used to be so amused at Napoleon in rags
And the language that he used, go to him now he calls you
You can't refuse, when you got nothing, you got nothing to lose
You're invisible now, you got no secrets to conceal

How does it feel?
How does it feel?
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone"
79,The Four Tops,Reach Out (I'll Be There),1966,"Now if you feel that you can't go on (can't go on)
Because all of your hope is gone (all your hope is gone)
And your life is filled with much confusion (much confusion)
Until happiness is just an illusion (happiness is just an illusion)
And your world around is crumbling down, darlin
reach out come on girl reach on out for me
reach out reach out for me
I'll be there with a love that will shelter you
I'll be there with a love that will see you through
When you feel lost and about to give up (to give up)
Cause your life just ain't good enough (just ain't good enough)
And your feel the world has grown cold (has grown cold)
And your drifting out all on your own (drifting out on your own)
And you need a hand to hold, darlin
reach out come on girl reach out for me
reach out reach out for me
I'll be there to love and comfort you
And I'll be there to cherish and care for you
I'll be there to always see you through
I'll be there to love and comfort you
I can tell the way you hang your head (hang your head)
Your not in love now, now your afraid (you're afraid)
And through the tears you look around (look around)
But there's no piece of mind to be found
(no piece of mind to be
found)
I know what your thinking,
You're alone now, no love of your own, but darling
reach out come on girl reach out for me
reach out reach out.......... just look over your shoulder
I'll be there to give you all the love you need
And I'll be there you can always depend on me
I'll be there to always see you through
I'll be there to love and comfort you"
80,New Vaudeville Band,Winchester Cathedral,1966,"Winchester Cathedral
You're bringin' me down
You stood and you watched as
My baby left town

You could've done something
But you didn't try
You didn't do nothing
You let her walk by

Now everyone knows
Just how much I needed that gal
She wouldn't have gone far away
If only you'd started ringing your bell

Winchester Cathedral
You're bringin' me down
You stood there and watched as
My baby left town
""a-vo-dee-oh-doe,
a-vo-dee-oh-doe,
a-vo-dee-oh-doe-dee-oh-doe"
81,The Beatles,Something,1969,"Something in the way she moves
Attracts me like no other lover
Something in the way she woos me
I don't want to leave her now
You know I believe and how

Somewhere in her smile she knows
That I don't need no other lover
Something in her style that shows me
I don't want to leave her now
You know I believe and how

You're asking me, will my love grow?
I don't know, I don't know
You stick around now it may show
I don't know, I don't know

Something in the way she knows
And all I have to do is think of her
Something in the things she shows me
I don't want to leave her now
You know I believe and how"
82,Little Eva,The Loco-Motion,1962,"Everybody is doin' a brand new dance, now
(Come on baby, do the Loco-motion)
I know you'll get to like it if you give it a chance now
(Come on baby, do the Loco-motion)

My little baby sister can do it with me
It's easier than learning your A B C's
So come on, come on, do the Loco-motion with me

You gotta swing your hips, now
Come on, baby
Jump up, jump back
Well, now, I think you've got the knack

Now that you can do it, let's make a chain, now
(Come on baby, do the Loco-motion)
A chug-a chug-a motion like a railroad train, now
(Come on baby, do the Loco-motion)

Do it nice and easy, now, don't lose control
A little bit of rhythm and a lot of soul
So come on, come on, do the Loco-motion with me

Move around the floor in a Loco-motion
(Come on baby, do the Loco-motion)
Do it holding hands if you get the notion
(Come on baby, do the Loco-motion)

There's never been a dance that's so easy to do
It even makes you happy when you're feeling blue
So come on, come on, do the Loco-motion with me"
83,Chris Montez,Let's Dance,1962,"One, two
One, two, three, four

Hey baby, won't you take a chance?
Say that you'll let me have this dance

Well, let's dance, well, let's dance
We'll do the twist, the stomp, the mashed potato too
Any old dance that you wanna do
But let's dance, well, let's dance

Hey baby, yeah, you thrill me so
Hold me tight, don't you let me go

But let's dance, well, let's dance
We'll do the twist, the stomp, the mashed potato too
Any old dance that you wanna do
But let's dance, well let's dance

Okay, wail now
Oh, yeah

Hey baby, if you're all alone
Maybe you'll let me walk you home

But let's dance, well, let's dance
We'll do the twist, the stomp, the mashed potato too
Any old dance that you wanna do
But let's dance, well, let's dance

Hey baby, things are swingin' right
Yes, I know that this is the night

Well, let's dance, well, let's dance
We'll do the twist, the stomp, the mashed potato too
Any old dance that you wanna do
But let's dance, well, let's dance

But let's dance
But let's dance
But let's dance
..."
84,Tommy Roe,Dizzy,1969,"Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy

First time that I saw you, girl
I knew that I just had to make you mine
But it's so hard to talk to you
With fellas hanging 'round you all the time
I want you for my sweet pet
But you keep playing hard to get
I'm going around in circles all the time

Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy

I finally got to talk to you
And I told you just exactly how I felt
Then I held you close to me
And kissed you and my heart began to melt
Girl, you've got control on me
'Cause I'm so dizzy I can't see
I need to call a doctor for some help

Dizzy
I'm so dizzy my head is spinning
Like a whirlpool, it never ends
And it's you, girl, making it spin
You're making me dizzy, my head is spinning
Like a whirlpool it never ends
And it's you girl making it spin
You're making me dizzy
You're making me dizzy
I'm so dizzy
You're making me dizzy"
85,Tom Jones,Delilah,1968,"I saw the light on the night that I passed by her window
I saw the flickering shadows of love on her blind
She was my woman
As she deceived me I watched and went out of my mind
My, my, my, Delilah.
Why, why, why, Delilah?
I could see that girl was no good for me
But I was lost like a slave that no man could free
At break of day when that man drove away I was waiting
I crossed the street to her house and she opened the door
She stood there laughing
I felt the knife in my hand and she laughed no more
My, my, my, Delilah.
Why, why, why, Delilah?
So before they come to break down the door
Forgive me, Delilah, I just couldn't take anymore

She stood there laughing
I felt the knife in my hand and she laughed no more
My, my, my, Delilah.
Why, why, why, Delilah?
So before they come to break down the door
Forgive me, Delilah, I just couldn't take anymore
Forgive me, Delilah, I just couldn't take anymore"
86,Edwin Hawkins Singers,Oh Happy Day,1969,"Oh happy day
Oh happy day

Oh happy day
Oh happy day

When Jesus washed
Oh when he washed
When Jesus washed
He washed my sins away!

Oh happy day
Oh happy day

Oh happy day
Oh happy day

When Jesus washed
Oh when he washed
When Jesus washed
He washed my sins away!

Oh happy day
Oh happy day

He taught me how
He taught me
Taught me how to watch
He taught me how to watch
And fight and pray
Fight and pray
Yes, fight and pray

And he'll rejoice
And He'll and He'll
Rejoice in things we say
And He'll rejoice
In things we say
Things we say
Yes, things we say

Oh happy day, oh happy day
Oh happy day, oh happy day
Oh happy day

Oh happy day

Oh happy day, oh happy day
When Jesus washed
Oh when he washed
He washed my sins away

He taught me how to watch
Fight and pray
fight and pray

Oh happy day, oh happy day
When Jesus washed
Oh when he washed
He washed my sins away

We'll live rejoicing
Every day, every day

Oh happy day, oh happy day
When Jesus washed
Oh when he washed
He washed my sins away"
87,Roy Orbison,Only The Lonely (Know The Way I Feel),1960,"Dum dum dummy doo wah
Ooh yay, yay, yay, yeah
Oh, oh oh oh oh ooh ah ah
Only the lonely, only the lonely

Only the lonely
  (Dum dum dummy doo wah)
Know the way I feel tonight
  (Ooh yay, yay, yay, yeah)
Only the lonely
  (Dum dum dummy doo wah)
Know this feeling ain't right
  (Dum dum dummy doo wah)

There goes my baby, there goes my heart
They're gone forever, so far apart
But only the lonely
Know why I cry only the lonely

Dum dum dummy doo wah
Ooh yay, yay, yay, yeah
Oh, oh oh oh oh ooh ah ah
Only the lonely, only the lonely

Only the lonely
  (Dum dum dummy doo wah)
Know the heartaches I've been through
  (Ooh yay, yay, yay, yeah
Only the lonely
  (Dum dum dummy doo wah)
Know I cry and cry for you
  (Dum dum dummy doo wah)

Maybe tomorrow a new romance
No more sorrow, but that's the chance
You've got to take
If your lonely heart breaks, only the lonely
  (Dum dum dummy doo wah)"
88,Barry Ryan,Eloise,1968,"Barry Ryan
Miscellaneous
Eloise
Ev'ry night I'm there
I'm always there she knows I'm there
And heaven knows I hope she goes
I find it hard to realize that love was in her eyes
It's dying now, she knows I'm crying now
And ev'ry night I'm there I break my heart to please
Eloise, Eloise
You know I'm on my knees - yeah
I said please
You're all I want so haer my prayer

My Eloise is like the stars that please the night
The sun that makes the day, that lights the way
And when that star goes by
I'll hold it in my hands and cry
Her love is mine, my sun will shine
And ev'ry night I'm there I break my heart to please
Eloise, Eloise
You know I'm on my knees - yeah
I said please
You're all I want so haer my prayer

My Eloise, I'd love to please her
I'd love to care but she's not there
And when I find you, I'd be so kind
You'd want to stay, I know you'd stay

And as the days grow old, the nights crow cold
I wanna hold her near to me, I know she's dear to me
And only time can tell and take away this lonely hell
I'm on my knees to Eloise
And ev'ry night I'm there I break my heart to please
Eloise, Eloise
You know I'm on my knees - yeah
I said please
You're all I want so haer my prayer
You know I'm on my knees
I said please
You're all I want so hear my prayer"
89,Aretha Franklin,Respect,1967,"What you want, baby, I got
What you need, do you know I got it?
All I'm askin'
Is for a little respect when you come home


  (Just a little bit)
Hey baby
  (Just a little bit)
When you get home
  (Just a little bit)
Mister
  (Just a little bit)

I ain't gonna do you wrong while you're gone
Ain't gonna do you wrong 'cause I don't wanna
All I'm askin'
Is for a little respect when you come home

  (Just a little bit)
Baby
  (Just a little bit)
When you get home
  (Just a little bit)
Yeah
  (Just a little bit)

I'm about to give you all of my money
And all I'm askin' in return, honey
Is to give me my profits
When you get home

  (Just a, just a, just a, just a)
Yeah baby
  (Just a, just a, just a, just a)
When you get home
  (Just a little bit)
Yeah
  (Just a little bit)

Ooh, your kisses, sweeter than honey
And guess what? So is my money
All I want you to do for me
Is give it to me when you get home

  (Re, re, re ,re)
Yeah baby
  (Re, re, re ,re)
Whip it to me
  (Respect, just a little bit)
When you get home, now
  (Just a little bit)

R E S P E C T
Find out what it means to me
R E S P E C T
Take care, T.C.B.

Oh
  (Sock it to me, sock it to me)
  (Sock it to me, sock it to me)
A little respect
  (Sock it to me, sock it to me)
  (Sock it to me, sock it to me)
Whoa, babe

  (Just a little bit)
A little respect
  (Just a little bit)
I get tired
  (Just a little bit)
Keep on tryin'
  (Just a little bit)
You're runnin' out of foolin'
  (Just a little bit)
And I ain't lyin'
  (Just a little bit)

  (Re, re, re, re)
Respect
When you come home
  (Re, re, re, re)
Or you might walk in
  (Respect, just a little bit)
And find out I'm gone
  (Just a little bit)"
90,Mr Acker Bilk,Stranger On the Shore,1962,"Exception occurred 
HTTP Error 404: Not Found"
91,The Marcels,Blue Moon,1961,"Blue moon, you saw me standing alone
Without a dream in my heart
Without a love of my own

Blue moon, you knew just what I was there for
You heard me saying a prayer for
Someone I really could care for

And then there suddenly appeared before me
The only one my arms will ever hold
I heard somebody whisper, ""Please adore me""
And when I looked, the moon had turned to gold

Blue moon, now I'm no longer alone
Without a dream in my heart
Without a love of my own"
92,The Moody Blues,Nights in White Satin,1968,"Nights in white satin never reaching the end
Letters I've written never meaning to send
Beauty I'd always missed with these eyes before
Just what the truth is I can't say any more

'Cause, I love you
Yes, I love you
Oh, how I love you, oh

Gazing at people, some hand in hand
Just what I'm going through, they can't understand
Some try to tell me thoughts they cannot defend
Just what you want to be, you'll be in the end

And I love you
Yes, I love you
Oh, how I love you, oh
I love you

Nights in white satin, never reaching the end
Letters I've written, never meaning to send
Beauty I'd always missed with these eyes before
Just what the truth is, I can't say any more

'Cause, I love you
Yes, I love you
Oh, how I love you, oh

'Cause, I love you
Yes, I love you
Oh, how I love you, oh
I love you, oh"
93,Ricky Nelson,Hello Mary Lou,1961,"Hello Mary Lou, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew Mary Lou, we'd never part
So hello Mary Lou, goodbye heart

You passed me by one sunny day
Flashed those big brown eyes my way
And oo I wanted you forever more
Now I'm not one that gets around
Swear my feet stuck to the ground
And though I never did meet you before

I said, hello Mary Lou, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew Mary Lou, we'd never part
So hello Mary Lou, goodbye heart

I saw your lips I heard your voice
Believe me I just had no choice
Wild horses couldn't make me stay away
I thought about a moonlit night
My arms about good an' tight
That's all I had to see for me to say

Hey, hey, hello Mary Lou, goodbye heart
Sweet Mary Lou, I'm so in love with you
I knew Mary Lou, we'd never part
So hello Mary Lou, goodbye heart
So hello Mary Lou, goodbye heart
Yes hello Mary Lou, goodbye heart"
94,The Beatles,We Can Work it Out,1966,"We Can Work It Out
Try to see it my way,
Do I have to keep on talking till I can't go on?
While you see it your way,
Run the risk of knowing that our love may soon be gone
We can work it out,
We can work it out

Think of what you're saying
You can get it wrong and still you think that it's alright
Think of what I'm saying,
We can work it out and get it straight, or say good night
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out"
95,The Supremes,Where Did Our Love Go,1964,"Baby, baby, baby
Baby don't leave me
Ooh, please don't leave me
All by myself

I've got this burning, burning, yearning
Feelin' inside me
Ooh, deep inside me
And it hurts so bad

You came into my heart
So tenderly
With a burning love
That stings like a bee

Now that I surrender
So helplessly
You now wanna leave
Ooh, you wanna leave me

Ooh, baby, baby
Where did our love go?
Ooh, don't you want me
Don't you want me no more? Ooh, baby

Baby, baby
Where did our love go?
And all your promises
I'll love ya ever more

I've got this burning, burning, yearning
Feelin' inside me
Ooh, deep inside me
And it hurts so bad

Before you won my heart
You were a perfect guy
And I'll let you guide me
You wanna leave me behind

Ooh, baby, baby, baby
Baby, don't leave me
Ooh, please don't leave me
All by myself

Ooh, baby, baby
Baby, don't"
96,The Temptations,My Girl,1965,"I've got sunshine on a cloudy day
When it's cold outside, I've got the month of May
I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl
My girl

I've got so much honey, the bees envy me
I've got a sweeter song than the birds in the trees
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl
My girl
Ooh

Hey, hey, hey
Hey, hey, hey
Yeah

I don't need no money, fortune or fame
I got all the riches baby, one man can claim
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl
My girl

I've got sunshine on a cloudy day
With my girl
I've even got the month of may
With my girl

Talkin' 'bout, talkin' 'bout
Talkin' 'bout my girl, my girl
That's all I can talk about
Is my girl"
97,Percy Sledge,When a Man Loves a Woman,1966,"When a man loves a woman 
Can't keep his mind on nothing else 
He'll change the world
For the good thing he's found 
If she's bad he can't see it 
He can do her no wrong
Turn his back on his best friend 
If he put her down 

When a man loves a woman 
Spend his very last dime 
Tryin' to hold on to what he needs 
He'd give up all his comfort 
Sleep out in the rain 
If she said that's the way it ought to be

Well, this man loves a woman 
I gave you everything I had 
Trying to hold on to your high-class love
Baby, please don't treat me bad 

When a man loves a woman 
Down deep in his soul 
She can bring him such misery 
If she plays him for a fool 
He's the last one to know 
Lovin' eyes can't ever see 

When a man loves a woman 
He can do no wrong 
He can never want some other girl
Yes when a man loves a woman 
I know exactly how he feels 
'Cause baby, baby, baby, you're my world 

When a man loves a woman....."
98,The Beatles,Day Tripper,1965,"Got a good reason
For taking the easy way out
Got a good reason
For taking the easy way out now

She was a day tripper
One way ticket, yeah
It took me so long

To find out

And I found out
•••

She's a big teaser
She took me half the way there

She's a big teaser
She took me half the way there now
She was a day tripper
One way ticket, yeah
It took me so long
To find out
And I found out
•••
Ahhhhh!
Ahhhhh!
Ahhhhh!
Ahhhhh!
Ahhhhh!
Ahhhhh!
•••
Tried to please her
She only played one night stands
Tried to please her
She only played one night stands now
She was a day tripper
Sunday driver, yeah
It took me so long
To find out
And I found out
•••
Day tripper
Day tripper, yeah
Day tripper
Day tripper, yeah
Day tripper"
99,Sandie Shaw,Puppet On a String,1967,"Sandie Shaw
Miscellaneous
Puppet On A String
                I wonder if one day that, you'll say that, you care
If you say you love me madly, I'll gladly, be there
Like a puppet on a string

Love is just like a merry-go-round
With all the fun in the air
One day I'm feeling down on the ground
Then I'm up in the air
Are you leading me on?
Tomorrow will you be gone?

I wonder if one day that, you'll say that, you care
If you love me madly, I'll gladly, be there
Like a puppet on a string

I may win on the roundabout
Then I'll lose on the swings
In or out, there is never a doubt
Just who's pulling the strings
I'm all tied up to you
But where's it leading me to?

I wonder if one day that, you'll say that, you care
If you say you love me madly, I'll gladly, be there
Like a puppet on a string

I wonder if one day that, you'll say that, you care
If you say you love me madly, I'll gladly, be there
Like a puppet on a string

Like a puppet on a..... string"
100,Creedence Clearwater Revival,Bad Moon Rising,1969,"I see the bad moon arising
I see trouble on the way
I see earthquakes and lightnin'
I see bad times today

Don't go around tonight
Well, it's bound to take your life
There's a bad moon on the rise

I hear hurricanes blowing
I know the end is coming soon
I fear rivers over flowing
I hear the voice of raze and ruin

Don't go around tonight
Well, it's bound to take your life
There's a bad moon on the rise

All right

Hope you got your things together
Hope you are quite prepared to die
Looks like we're in for nasty weather
One eye is taken for an eye

Don't go around tonight
Well, it's bound to take your life
There's a bad moon on the rise
Don't go around tonight
Well, it's bound to take your life
There's a bad moon on the rise"
