Position,Artist,Song Title,Year,Lyrics
84,The Scissor Sisters,I Don't Feel Like Dancin',2006,"Wake up in the morning with a head like ‘what ya done?'
This used to be the life but I don't need another one.
You like cuttin' up and carrying on, you wear them gowns.
So how come I feel so lonely when you're up getting down?

So I'll play along when I hear that special song
I'm gonna be the one who gets it right.
You'd better move when you're swayin' round the room
Looks like the magic's only ours tonight

But I don't feel like dancin'
When the old Joanna plays
My heart could take a chance
But my two feet can't find a way
You'd think that I could muster up a little soft-shoe gentle sway
But I don't feel like dancin'
No sir, no dancin' today.
Don't feel like dancin', dancin'
Even if i find nothin' better to do
Don't feel like dancin', dancin'
Why'd you pick a tune when I'm not in the mood?
Don't feel like dancin', dancin'
I'd rather be home with the one in the bed till dawn, with you,

Cities come and cities go just like the old empires
When all you do is change your clothes and call that versatile.
You got so many colours make a blind man so confused.
Then why can't I keep up when you're the only thing I lose?

So I'll just pretend that I know which way to bend
And I'm gonna tell the whole world that you're mine.
Just please understand, when I see you clap your hands
If you stick around I'm sure that I'll be fine

But I don't feel like dancin'
When the old Joanna plays
My heart could take a chance
But my two feet can't find a way
You'd think that I could muster up a little soft-shoe gentle sway
But I don't feel like dancin'
No sir, no dancin' today.
Don't feel like dancin', dancin'
Even if i find nothin' better to do
Don't feel like dancin', dancin'
Why'd you pick a tune when I'm not in the mood?
Don't feel like dancin', dancin'
I'd rather be home with the one in the bed till dawn, with you,

You can't make me dance around
But your two-step makes my chest pound.
Just lay me down as you float away into the shimmer light.

But I don't feel like dancin'
When the old Joanna plays
My heart could take a chance
But my two feet can't find a way
You'd think that I could muster up a little soft-shoe gentle sway
But I don't feel like dancin'
No sir, no dancin' today.
Don't feel like dancin', dancin'
Even if i find nothin' better to do
Don't feel like dancin', dancin'
Why'd you pick a tune when I'm not in the mood?
Don't feel like dancin', dancin'
I'd rather be home with the one in the bed till dawn, with you,"
85,Rihanna,Disturbia,2008,"(Bum bum be-dum bum bum be-dum bum) What's wrong with me?
(Bum bum be-dum bum bum be-dum bum) Why do I feel like this?
(Bum bum be-dum bum bum be-dum bum) I'm going crazy now...

No more gas, in the red (can't even get it started)
Nothing heard, nothing said (an't even speak about it)
All my life on my head (don't want to think about it)
Feels like I'm going insane, yeah

It's a thief in the night to come and grab you
It can creep up inside you and consume you
A disease of the mind it can control you
It's too close for comfort (a-ao-ow)

Put on your brake lights
You're in the city of wonder ain't gonna play nice
Watch out, you might just go under, better think twice
Your train of thought will be altered
So if you must falter, be wise, your mind is in Disturbia
It's like the darkness is the light (disturbia)
Am I scaring you tonight? (Your mind is in) disturbia
Ain't used to what you like, disturbia, disturbia

(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)

Faded pictures on the wall (it's like they talkin' to me)
Disconnected, no one calls (the phone don't even ring)
I gotta get out or figure this shit out
It's too close for comfort

It's a thief in the night to come and grab you
It can creep up inside you and consume you
A disease of the mind it can control you
I feel like a monster

Put on your brake lights
You're in the city of wonder ain't gonna play nice
Watch out, you might just go under, better think twice
Your train of thought will be altered
So if you must falter, be wise, your mind is in Disturbia
It's like the darkness is the light (disturbia)
Am I scaring you tonight? (Your mind is in) disturbia
Ain't used to what you like (what you like) disturbia, disturbia

(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)

Release me from this curse I'm in
I've been trying to maintain but I'm struggling
You can't go-o-o-o-o-o
I think I'm going to oh, oh, oh

Put on your brake lights
You're in the city of wonder ain't gonna play nice
Watch out, you might just go under, better think twice
Your train of thought will be altered
So if you must falter, be wise, your mind is in Disturbia
It's like the darkness is the light (disturbia)
Am I scaring you tonight? (Your mind is in) disturbia
Ain't used to what you like disturbia, disturbia

(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)
(Bum bum be-dum bum bum be-dum bum)"
86,Eminem,Just Lose It,2004,"Okay, guess who's back, back again
Shady's back, tell a friend
Now everyone report to the dance floor
To the dance floor, to the dance floor
Now everyone report to the dance floor
Alright stop, pajama time

Come here little kiddies on my lap
Guess who's back with a brand new rap
And I don't mean rap as in a new case
Of child molestation accusates
Ah ah ah ah ah, no worries
Papa's got a brand new bag of toys
What else could I possibly do to make noise?
I've done touched on everything but little boys

That's not a stab at Michael
That's just a metaphor, I'm just psycho
I go a little bit crazy sometimes
I get a little bit out of control with my rhymes
Good God, dip, do a little slide
Bend down, touch your toes, and just glide
To the center of the dance floor
Like TP for my bung hole and it's cool if you let one go

Nobody's gonna know, who'd hear it?
Give a little poot poot, it's okay
Oops my CD just skipped
And everyone just heard you let one rip

Now I'm gonna make you dance, it's your chance
Yeah boy, shake that ass, whoops I mean girl, girl, girl, girl
Girl you know you're my world, alright now lose it
(Ah ah ah ah ah)
Just lose it
(Ah ah ah ah ah)
Go crazy
(Ah ah ah ah ah)
Oh baby
(Ah ah)
Oh baby
(Ah ah)

It's Friday and it's my day
Used to party all the way to Sunday
Maybe 'til Monday, I don't know what day
Everyday's just a holiday
Cruisin' on the freeway, feelin' kind of breezy
Let the top down and my hair blow
I don't know where I'm goin', all I know
Is when I get there someone's gonna touch my body

Excuse me miss, I don't mean to sound like a jerk
But I'm feelin' just a little stressed out from work
Would you punch me in the stomach and pull my hair?
Spit on me, maybe gouge my eyes out, yeah
Now what's ya name girl, what's ya sign?
Man you must be up out yo mind
Dre, ah, ah, beer goggles, blind
I'm just tryin' to unwind, now I'm

Now I'm gonna make you dance, it's your chance
Yeah boy, shake that ass, whoops I mean girl, girl girl girl
Girl you know you're my world, alright now lose it
(Ah ah ah ah ah)
Just lose it
(Ah ah ah ah ah)
Go crazy
(Ah ah ah ah ah)
Oh baby
(Ah ah)
Oh baby (ah ah)

It's Tuesday and I'm locked up
I'm in jail and I don't know what happened
They say I was runnin' butt naked
Down the street screamin' ""Ah ah ah ah""
Well I'm sorry, I don't remember
All I know is this much, I'm not guilty
They said. ""Save it, boy we got you on tape
Yellin' at an old lady touch my body""

Now this is the part where the rap breaks down
It's real intense, no one makes a sound
Everything looks like it's '8 Mile' now
The beat comes back and everybody lose themselves
Now snap back to reality, look it's B. Rabbit
Oh you signed me up to battle? I'm a grown man
Tubba tubba tubba tubba tubba tubba tubba
I don't have any lines to go right here so tubba

Tellytubby fellas, what, fellas, what
Grab your left nut, make your right one jealous what
Black girls, white girls, skinny girls, fat girls
Tall girls, small girls, I'm callin' all girls
Everyone report to the dance floor
It's your chance for a little romance or butt squeezin'
It's the season, just go ah ah ah ah, it's so appeasin'

Now I'm gonna make you dance, it's your chance
Yeah boy, shake that ass, whoops I mean girl, girl girl girl
Girl you know you're my world, alright now lose it
(Ah ah ah ah ah)
Just lose it
(Ah ah ah ah ah)
Go crazy
(Ah ah ah ah ah)
Oh baby
(Ah ah)
Oh baby, baby
(Ah ah)

Touch my body, touch my body
Oh boy just touch my body, I mean girl just touch my body"
87,Beyonce,If I Were a Boy,2008,"If I were a boy even just for a day
I'd roll out of bed in the morning
And throw on what I wanted
And go drink beer with the guys

And chase after girls
I'd kick it with who I wanted
And I'd never get confronted for it
'Cause they stick up for me

If I were a boy
I think I could understand
How it feels to love a girl
I swear I'd be a better man

I'd listen to her
'Cause I know how it hurts
When you lose the one you wanted
'Cause he's taking you for granted
And everything you had got destroyed

If I were a boy
I would turn off my phone
Tell everyone it's broken
So they'd think that I was sleeping alone

I'd put myself first
And make the rules as I go
'Cause I know that she'd be faithful
Waiting for me to come home, to come home

If I were a boy
I think I could understand
How it feels to love a girl
I swear I'd be a better man

I'd listen to her
'Cause I know how it hurts
When you lose the one you wanted
'Cause he's taking you for granted
And everything you had got destroyed

It's a little too late for you to come back
Say it's just a mistake
Think I'd forgive you like that
If you thought I would wait for you
You thought wrong

But you're just a boy
You don't understand
And you don't understand, oh
How it feels to love a girl
Someday you wish you were a better man

You don't listen to her
You don't care how it hurts
Until you lose the one you wanted
'Cause you're taking her for granted
And everything you had got destroyed
But you're just a boy"
88,Crazy Frog,Axel F,2005,"Ring ding ding daa baa
Baa aramba baa bom baa barooumba

Wh-wha-what's going on-on?
Ding ding
This is the Crazy Frog
Ding ding

Bem bem

Ring ding ding ding ding ding
Ring ding ding ding bem bem bem
Ring ding ding ding ding ding
Ring ding ding ding baa baa

Ring ding ding ding ding ding
Ring ding ding ding bem bem bem
Ring ding ding ding ding ding
This is the Crazy Frog
Break down

Ding ding
Br-br-break it, br-break it

Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
Dum dum dumda dum dum dum

Bem bem

Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
This is the Crazy Frog

A ram me am brem da
Am da rem ram am da baabeeeaaaaaaa!

Ding ding
This is the Crazy Frog

Ding ding
Da da

Ring ding ding ding ding ding
Ring ding ding ding bem bem bem
Ring ding ding ding ding ding
Ring ding ding ding baa baa

Ring ding ding ding ding ding
Ring ding ding ding bem bem bem
Ring ding ding ding ding ding
This is the Crazy Frog

Ding ding
Br-br-break it, br-break it

Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
Dum dum dumda dum dum dum

Bem bem

Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
Dum dum dumda dum dum dum
This is the Crazy Frog

Bem bem!"
89,Rihanna,SOS (Rescue Me),2006,"Lalala lalala la la lala la Ohhh
You know... I never felt like this before
Lalala lalala la la lala la Ohhh
Feels like. so real

I'm obsessive when just one thought of you comes up
I'm aggressive just one thought of closing up
You got me stressing, incessantly pressing the issue
'Cause every moment gone you know I miss you

I'm the question and you're of course the answer
Just hold me close boy 'cause I'm your tiny dancer
You make me shaken up, never mistaken

But I can't control myself, got me calling out for help
S.O.S. please someone help me.

It's not healthy... for me to feel this way
Y.O.U. are making this hard

I can't take it, see it don't feel right
S.O.S. please someone help me
It's not healthy... for me to feel this way
Y.O.U. are making this hard
You got me tossin' and turnin' and can't sleep at night
This time please someone come and rescue me
'Cause you on my mind it's got me losing it
I'm lost, you got me lookin' for the rest of me

Love is testing me but still I'm losing it
This time please someone come and rescue me
'Cause you on my mind, it's got me losing it
I'm lost, you got me looking for the rest of me
Got the best of me, so now I'm losing it
Just your presence and I second guess my sanity
Yes it's a lesson, it's unfair, you stole my vanity
My tummy's up in knots so when I see you I get so hot

My common sense is out the door, can't seem to find the lock
Take on me (uh huh) you know inside you feel it right

Take me on I'm put desire up in your arms tonight
I'm out with you, you got me head over heels
Boy you keep me hanging on the way you make me feel
S.O.S. please someone help me.
It's not healthy... for me to feel this way
Y.O.U. are making (Y.O.U.) this hard
You got me tossin' and turnin' and can't sleep at night
This time please someone come and rescue me

'Cause you on my mind, it's got me losing it ('Cause you on my mind)
I'm lost, you got me lookin' for the rest of me
Love is testing me but still I'm losing it
This time please someone come and rescue me (someone come and rescue me)
'Cause you on my mind got me losing it

I'm lost, you got me looking for the rest of me
Got the best of me, so now I'm losing it

Boy, you know you got me feeling open
And boy, your loves enough with words unspoken
I said boy I'm telling you, you got me open
I don't know what to do it's true
I'm going crazy over you
I'm begging
S.O.S. please somebody help me.
It's not healthy... for me to feel this way
Y.O.U. are making this hard (are you making this hard for me, baby?)
You got me tossin' and turnin' and can't sleep at night
This time please someone come and rescue me (someone rescue me)
'Cause you on my mind, it's got me losing it
I'm lost, you got me lookin' for the rest of me
Love is testing me but still I'm losing it
This time please someone come and rescue me
'Cause you on my mind got me losing it ('cause any time)
I'm lost you, got me looking for the rest of me
Got the best of me (best of me), I'm losing it
Lala lala lala lala Ohhh
Ohh ohh lala lala lala lala
Oh oh"
90,Duffy,Mercy,2008,"Hit the beat and take it to the verse now
Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah

I love you
But I gotta stay true
My morals got me on my knees
I'm begging please
Stop playing games
I don't know what this is
Cause you got me good
Just like you knew you would

I don't know what you do
But you do it well
I'm under your spell

You got me
Begging you for mercy
Why won't you release me

You got me
Begging you for mercy

Why won't you release me
I said release me

Now you think that I
Will be something on the side
But you got to understand that I need a man
Who can take my hand
Yes, I do
I don't know what this is
But you got me good
Just like you knew you would

I don't know what you do
But you do it well
I'm under your spell

You got me
Begging you for mercy
Why wont you release me
You got me
Begging you for mercy
Why wont you release me
I said you'd better
Release yeah, yeah, yeah
I'm begging you for mercy
Yes, why won't you release me
I'm begging you for mercy
You got me begging
You got me begging
You got me begging
Mercy
Why won't you release me
I'm begging you for mercy
Why won't you release me
You got me
Begging you for mercy
I'm begging you for mercy Why won't you
Release me?
Yeah, yeah
Break it down"
91,R Kelly,Ignition,2003,"You remind me of something
I just can't think of what it is

Girl please, let me stick my key in your ignition babe
So I can get this thing started and get rollin' babe
See I'll be doin' about 80 on your freeway
Girl I won't stop until I drive you crazy

So buckle up 'cause this can get bumpy babe
Now hit the lights and check out all my functions babe
Girl back that thang up so I can wax it babe
Honey we gon' mess around and get a ticket babe

'Cause we off up in this Jeep, we foggin' up the windows
We got the radio up, we all off in the back
We got this shit bouncin', we goin' up and downin'
We smokin' and we drinkin', justa thugin' it out

Jump up, down once I hit them switches babe
And I'm about to take it where you wanna go babe
Guarantee I'm 'bout to get some mileage babe
And it won't be no runnin' out of gas babe

It's like, pull over babe
And let me put this lovin' off in your trunk babe
So buckle up 'cause this can get bumpy babe
Girl we gon' mess around and get a ticket babe

'Cause we off up in this Jeep, we foggin' up the windows
We got the radio up, we all off in the back
We got this shit bouncin', we goin' up and downin'
We smokin' and we drinkin', justa thugin' it out

Now hold on tight 'cause I'm about to go faster babe
Girl your dealin' with a pro behind this wheel babe
So tell me have you ever driven a stick babe
You be screamin' every time we shift them gears babe

So brace yourself while I'm hittin' them corners babe
And when it's over put that Kells on your license plate
Now buckle up 'cause this can get bumpy babe
Girl we gon' mess around and get a ticket babe

'Cause we off up in this Jeep, we foggin' up the windows, yea
We got the radio up, we all off in the back
We got this shit bouncin', we goin' up and downin'
We smokin' and we drinkin', justa thugin' it out

When I hear you say, Green light
I'ma go, Yellow light
Do it slow, Red light
I'ma stop
When I hear you say, Switch lanes
Hit the signal, Pit stop
Take a break
Hit the hazards when we park

When you say, Green light
I'ma go, Yellow light
Do it slow, Red light
I'ma stop
When you say, Switch lanes
Hit my signal, Pit stop
Take a break
Because we're 'bout to go real far

'Cause we off up in this Jeep, we foggin' up the windows
Off up in this Jeep, baby you and me
We got the radio up, we all off in the back
Got the radio on a finger bash

We got this shit bouncin', we goin' up and downin'
Got this baby bouncin', goin' up and downin'
We smokin' and we drinkin', justa thugin' it out
Smokin', justa thugin'

Now let me see you
Bounce, bounce, bounce, bounce, bounce, bounce, bounce
Bounce, bounce, bounce, bounce, bounce, bounce, bounce
Now let me see you
Bounce, bounce, bounce, bounce, bounce, bounce, bounce
Bounce, bounce, bounce, bounce, bounce, bounce, bounce
Now let me see you"
92,Christina Aguilera,Ain't No Other Man,2006,"I've got trouble, trouble, trouble

Always knocking at my door

Yes I'm a whole lot of trouble, baby
Just like a kid in a candy store
Well, I'm nothing but trouble, babe
Not since the day that I was born

Heeeeey... Yeah!

(Do your thang honey!)
I could feel it from the start
Couldn't stand to be apart.

Something about you caught my eye

Something moved me deep inside!
Don't know what you did boy but
You had it and I've been hooked ever since.
I told my mother, my brother, my sister and my friend
I told the others, (Others) my lovers (Lovers) both past and present tense. (All right)
Everytime I see you everything starts making sense.
(Do your thang honey!)
Ain't no other man, can stand up next to you

Ain't no other man on the planet does what you do
(What you do).
You're the kinda guy, a girl finds in a blue moon.
You got soul, you got class.
You got style with your bad ass (Oh yeah!)
Ain't no other man its true (All right)

Ain't no other man but you.
Never thought I'd be all right. (No, No, No!)
Till you came and changed my life. (Yeah, yeah, yeah!)
What was cloudy now is clear! (Yeah, yeah!)

You're the light that I needed.

You got what I want boy, and I want it!
So keep on givin' it up!
Tell your mother, (Mother) your brother, (Brother) your sister, and your friend.
(Your sister and you Friends)
And the others, your lovers, better not be present tense. (Uh, Uh)
Cause I want everyone to know that you are mine and no one else's!
Oooooh, oh, oh!

Ain't no other man, can stand up next to you (To you, yeah)

Ain't no other man on the planet does what you do (Do)
You're the kinda guy, a girl finds in a blue moon. (Hey)
You got soul, (Soul) you got class. (Class)
You got style your bad ass (Yeah, Yeah, Yeah)

Ain't no other man it's true

Ain't no other man but you.
(Break it down now!)
Ain't no other, ain't, ain't no other!
Ain't no other, ain't, ain't no other LOVER!

Ain't no other, I, I, I need no other!
Ain't no other man but you!
Ohhhh!
You are there when I'm a mess
Talk me down from every ledge
Give me strength, boy you're the best
You're the only one who's ever passed every test... Yeah... Yeah...
Ain't no other man, can stand up next to you

Ain't no other man on the planet does what you do

You're the kinda guy, a girl finds in a blue moon.
(You're the kinda guy, a girl finds oooo yeahh)
You got soul, you got class.
You got style your bad ass
Ain't no other man it's true
Ain't no other man but you.
And now I'm tellin' you, so ain't no other man but you... Yeaaah, Yeah
Ain't no other man, can stand up next to you
Ain't no other man on the planet does what you do
(What you do).
You're the kinda guy, a girl finds in a blue moon. (Baby, Baby, Baby, Noo!)
You got soul, you got class.
You got style your bad ass
Ain't no other man it's true
Ain't no other man but you.

I've got trouble, trouble, trouble
Always knocking at my door
Yes I'm a whole lot of trouble, baby
Just like a kid in a candy store
Well, I'm nothing but trouble, babe
Not since the day that I was born"
93,D12,My Band,2004,"I don't know dude
I think everybody's all jealous and shit
'Cause I'm like the lead singer of a band dude
And I think everybody's got a fuckin problem with me dude
And they need to take it up with me after the show
Because

These chicks don't even know the name of my band
But they're all on me like they wanna hold hands
'Cause once I blow they know that I'll be the man
All because I'm the lead singer of my band

So I get off stage right, drop the mic
Walk up to the hot chicks and I'm all like
""Waasup ladies? My name's Slim Shady
I'm the lead singer of D12 baby""
They're all like, ""Oh my God it's him!
Becky oh my fucking God! It's Eminem!
I swear to fucking God, dude you fucking rock!
Please, won't you please, let me suck your cock?""

And by now, the rest of the fellas get jealous
Specially when I drop the beat and do my acapellas
All the chicks start yelling, all the hot babes
Throw their bras and their shirts and their panties on stage
So like every single night they pick a fight with me
But when we fight it's kinda like sibling rivalry

'Cause they're back on stage the next night with me
Dude I just think you're trying to steal the light from me
Yesterday Kuniva tried to pull a knife on me
'Cause I told him Jessica Alba's my wife to be
This rock star shit, it's the life for me
And all the other guys just despise me because

These chicks don't even know the name of my band
But they're all on me like they wanna hold hands
'Cause once I blow they know that I'll be the man
All because I'm the lead singer of my band

My band my band my band my band
My band my band my band my band
My band baby

You just wanna see a nigga backwards don't you
Hey dad how come we don't rap on proto?
Smash these vocals and do a performance
But we in the van and he in a tour bus
You don't want my autograph, youse a liar
And no I'm Swift oh I thought you were Kuniva
What the hell is wrong with our dressing room?

'Cause our shit is lookin smaller than a decimal
See I know how to rap, it's simple but
All I did was read a Russell Simmons book
So I'm more intact, tryna get on the map
Doing jumpin jacks whiling get whipped on my back
Look at 'em little punk ass thinking he the shit
Yeah I know man find himself takin on a flick
Hey I thought we had an interview with DJ Clue
No I had an interview, not you two

You gonna be late for soundcheck
Man I ain't gonna soundcheck
And our mics are screwed up and his always sound best
You know what man, I'm a say something
You got somethin to say?
Man nothing I thought you 'bout to tell him off man, what's up?
Man I'm a tell him when I feel like it, man shut up
And you ain't even back me up when we supposed to be a crew
Man I was bout to talk right after you, I swear
Man whatever I swear man

These chicks don't even know the name of my band
But they're all on me like they wanna hold hands
'Cause once I blow they know that I'll be the man
All because I'm the lead singer of my band

They say the lead singers rock, but the group does not
Went from sold out arenas to the amusement parks
I'm gon' let the world know that Proof is hot
I should cut his mic off when the music starts
Ready to snap on a dumbass fan
Every time I hear,""Hey dude I love your band""
We ain't a band bitch, we don't play instruments
So why he get ninty and we only get ten percent?
And these guys acting funny every area code
Proof carry my bag, bitch carry your own
Can't make it to the stage, security in my way
Who the fuck are you? Where's Obie and Dre?

Goddamn it, I'm sick of this group
Time for me to go solo and make some loot
I told you I made the beats and wrote all the raps
Till Kon Artis slipped me some crack
'Lose yourself' video, I was in the back
'Superman' video, I was in the back
For the media, I got some suggestions
Fuck Marshall! Ask us the questions

Like who's D12? How we get started?
But what about Eminem?
Bitch are you retarded?
Anyway, I'm the popularest guy in the group
Big ass stomach, bitches think I'm cute, ""Hey sexy!""
Fifty told me to do situps to get buff
Did two and a half and then couldn't get up
Fuck D12! I'm outta this band
I'm gonna start a group with the real Roxanne

Girl why cant you see you're the only one for me?
And it just tears my ass apart to know
That you don't know my name man fuck this!

These chicks don't even know the name of my band
But they're all on me like they wanna hold hands, fuck Marshall
'Cause once I blow I know that I'll be the man
All because I'm the lead singer of my band

My band my band my band my band
My band my band my band my band
My band baby
The hottest boy band in the world D12!

I'm the lead singer of my band
I get all the girls to take off their underpants
And the lead singer of my band, my Salsa
Makes all the pretty girls want to dance
My Salsa, look out for my next single it's called ""My Salsa""
My Salsa, Salsa, Salsa, Salsa, my Salsa
Makes all the pretty girls want to dance
And take off their underpants
My Salsa makes all the pretty girls want to dance
And take off their underpants, my Salsa
Where'd everybody go?"
94,Rihanna,Take a Bow,2008,"Ohh, how 'bout a round of applause?
Yeah, standin' ovation
Oh, yeah-yeah-yeah-yeah-yeah

You look so dumb right now
Standin' outside my house
Tryin' to apologize
You're so ugly when you cry (please)
Just cut it out

Don't tell me you're sorry cause you're not
Baby when I know you're only sorry you got caught

But you put on quite a show
You really had me goin'
But now it's time to go
Curtains finally closin'
That was quite a show
Very entertaining
But it's over now (but it's over now)
Go on and take a bow

Grab your clothes and get gone
(You better hurry up) Before the sprinklers come on (come on)
Talkin' 'bout ""Girl, I love you you're the one""
This just looks like a re-run (please)
What else is on?

And don't tell me you're sorry cause you're not
Baby when I know you're only sorry you got caught

But you put on quite a show
You really had me goin'
But now it's time to go
Curtains finally closin'
That was quite a show
Very entertaining
But it's over now (but it's over now)
Go on and take a bow

And the award for the best liar goes to you
For makin' me believe
That you could be
Faithful to me let's hear your speech out

How 'bout a round of applause?
Standin' ovation

But you put on quite a show
You really had me goin'
Now it's time to go
Curtains finally closin'
That was quite a show
Very entertaining
But it's over now (but it's over now)
Go on and take a bow

But it's over now..."
95,Uncle Kracker,Follow Me,2001,"You don't know how you met me
You don't know why
You can't turn around and say goodbye
All you know is when I'm with you
I make you free
And swim through your veins like a piss in the sea
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

I'm not worried bout the ring you wear
'Cause as long as no one knows than nobody can care
You're feelin' guilty and I'm well aware
But you don't look ashamed and baby I'm not scared
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Won't give you money
I can't give you the sky
Your better off if you don't ask why
I'm not the reason that you go astray and
We'll be all right if you don't ask me stay

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

You don't know how you met me
You don't know why
You can't turn around and say goodbye
All you know is when I'm with you
I make you free
And swim through your veins like a piss in the sea
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me"
96,Gwen Stefani,The Sweet Escape,2007,"Woo-who, yee-who
Woo-who, yee-who
Woo-who, yee-who
Woo-who, yee-who

If I could escape
I would but, first of all, let me say
I must apologize for acting stank & treating you this way
Cause I've been acting like sour milk all on the floor
It's your fault you didn't shut the refrigerator
Maybe that's the reason I've been acting so cold?

If I could escape (escape)
And re-create a place that's my own world (own world)
And I could be your favorite girl forever, perfectly together
And tell me boy, now wouldn't that be sweet? (sweet escape)
If I could be sweet (be sweet)
I know I've been a real bad girl (bad girl)
I didn't mean for you to get hurt

Whatsoever, we can make it better
And tell me boy, now wouldn't that be sweet? (sweet escape)

Woo-who, I wanna get away
Yee-who, (get away)
Woo-who, To our sweet escape
Yee-who, (sweet escape)

Woo-who, I wanna get away
Yee-who, (get away)
Woo-who, Ooh yeah
Yee-who, (ooh yeah)

You melt me down
I'm at my lowest boiling point
Come help me out
I need to get me out of this joint

Come on, let's bounce
Counting on you to turn me around
Instead of clowning around let's look for some common ground
So baby, times gettin' a little crazy
I've been gettin' a little lazy
Waiting for you to come save me
I can see that you're angry
By the way that you treat me

Hopefully you don't leave me

I want to take you with me
If I could escape (escape)
And re-create a place that's my own world (own world)

And I could be your favorite girl forever, perfectly together
And tell me boy, now wouldn't that be sweet? (sweet escape)
If I could be sweet (be sweet)
I know I've been a real bad girl (bad girl)

I didn't mean for you to get hurt
Whatsoever, we can make it better
And tell me boy, now wouldn't that be sweet? (sweet escape)
Woo-who, yee-who
Woo-who, yee-who
If I could escape
Woo-who, yee-who
If I could escape

Woo-who, yee-who
Cause I've been acting like sour milk all on the floor
It's your fault you didn't shut the refrigerator
Maybe that's the reason I've been acting so cold
If I could escape (escape)
And re-create a place that's my own world (own world)
And I could be your favorite girl forever, perfectly together
And tell me boy, now wouldn't that be sweet? (sweet escape)
If I could be sweet (be sweet)
I know I've been a real bad girl (bad girl)
I didn't mean for you to get hurt
Whatsoever, we can make it better
And tell me boy, now wouldn't that be sweet? (sweet escape)
Woo-who, I wanna get away
Yee-who, (get away)
Woo-who, To our sweet escape
Yee-who, (sweet escape)
Woo-who, I wanna get away
Yee-who, (get away)
Woo-who, Ooh yeah
Yee-who, (ooh yeah)
Woo-who, yee-who
Woo-who, yee-who
The Sweet Escape"
97,Plain White T's,Hey There Delilah,2007,"Hey there Delilah what's it like in New York City
I'm a thousand miles away
But girl tonight you look so pretty, yes you do
Times Square can't shine as bright as you, I swear it's true

Hey there Delilah don't you worry about the distance
I'm right there if you get lonely give this song another listen
Close your eyes, listen to my voice it's my disguise
I'm by your side

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me

Hey there Delilah, I know times are getting hard
But just believe me girl, someday I'll pay the bills with this guitar
We'll have it good, we'll have the life we knew we would
My word is good

Hey there Delilah, I've got so much left to say
If every simple song I wrote to you
Would take your breath away, I'd write it all
Even more in love with me you'd fall, we'd have it all

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me

A thousand miles seems pretty far
But they've got planes and trains and cars
I'd walk to you if I had no other way
Our friends would all make fun of us
And we'll just laugh along because we know
That none of them have felt this way

Delilah I can promise you
That by the time that we get through
The world will never ever be the same
And you're to blame

Hey there Delilah
You be good and don't you miss me
Two more years and you'll be done with school
And I'll be making history like I do

You'll know it's all because of you
We can do whatever we want to
Hey there Delilah here's to you
This one's for you

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me"
