Position,Artist,Song Title,Year,Lyrics
82,The Rolling Stones,Miss You,1978,"I've been holding out so long
I've been sleeping all alone
Lord, I miss you

I've been hanging on the phone
I've been sleeping all alone
I want to kiss you

Well, I've been haunted in my sleep
You've been starring in my dreams
Lord, I miss you

I've been waiting in the hall
Been waiting on your call
When the phone rings

It's just some friends of mine that say
""Hey, what's the matter man?
We're gonna come around at twelve
With some Puerto Rican girls that's just dyin' to meet you""

""We're gonna bring a case of wine
Hey, let's go mess and fool around
You know, like we used to""

Oh, everybody waits so long
Oh baby, why you wait so long?
Won't you come home, come home?

I've been walking Central Park
Singing after dark
People think I'm crazy

Stumbling on my feet
Shuffling through the street
Ask me people, ""What's the matter with you boy?""

Sometimes I want to say to myself
Sometimes I say

I won't miss you child

I guess I'm lying to myself
It's just you and no one else
Lord, I won't keep you child

You've been blotting out my mind
Fooling on my time
No, I won't miss you, baby, yeah

Lord, I miss you child
Lord, I miss you child
Lord, I miss you child"
83,Andy Gibb,Shadow Dancing,1978,"You got me lookin' at that Heaven in your eyes
I was chasing your direction, I was tellin' you no lies
And I was loving you when the words you said
Baby, I lose my head

And in a world of people there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothin' more

All that I need is just one moment in your arms
I was chasing your affection, I was doing you no harm
And I was loving you, make it shine, make it rain
Baby, I know my way

I need that sweet sensation of living in your love
I can't breathe when you're away, it pulls me down
You are the question and the answer am I
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothin' more

And in this world of people there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through, I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby, you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more"
84,Kate Bush,Wuthering Heights,1978,"Out On the wiley, windy moors
We'd roll and fall in green
You had a temper, like my jealousy
Too hot, too greedy
How could you leave me
When I needed to possess you?
I hated you, I loved you too

Bad dreams in the night
They told me I was going to lose the fight
Leave behind my wuthering, wuthering
Wuthering Heights

Heathcliff, it's me, I'm Cathy, I've come home
I'm so cold, let me in in-a-your-window
Heathcliff, it's me, I'm Cathy, I've come home
I'm so cold, let me in in-a-your-window

Oh it gets dark, it gets lonely
On the other side from you
I pine alot, I find the lot
Falls through without you
I'm coming back love, cruel Heathcliff
My one dream, my only master

Too long I roam in the night
I'm coming back to his side to put it right
I'm coming home to wuthering, wuthering
Wuthering Heights

Heathcliff, it's me, I'm Cathy, I've come home
I'm so cold, let me in in-a-your-window
Heathcliff, it's me, I'm Cathy, I've come home
I'm so cold, let me in in-a-your-window

Ooh let me have it, let me grab your soul away
Ooh let me have it, let me grab your soul away
You know it's me, Cathy

Heathcliff, it's me, Cathy come home
I'm so cold, let me in in-a-your-window
Heathcliff, it's me, Cathy come home
I'm so cold, let me in in-a-your-window
Heathcliff, it's me, Cathy come home
I'm so cold"
85,Stevie Wonder,Superstition,1973,We do not have the lyrics for Superstition yet.
86,Al Green,Let's Stay Together,1972,"I, I'm so in love with you
Whatever you want to do is all right with me
'Cause you make me feel so brand new
And I want to spend my life with you

Let me say that since, alright, since we've been together
Loving you forever is what I need
Oh let me be the one you come running to
I'll never be untrue

Oh let's, let's stay together
Lovin' you whether, whether
Times are good or bad, happy or sad, alright, oh yeah
Whether times are good or bad, happy or sad

Oh tell me why, why, why, why, why, why
Why people break up, turn around and make up
I can't see, you never, never, never do that to me
You better not do, staying around you is all I
All these eyes will ever see

Why won't you say that me, everybody says
That let's, let's stay together
Lovin' you whether, whether
Times are good or bad, happy or sad

Everybody says, ""Let's, let's stay together
I'll keep on lovin' you whether, whether
Times are, oh times are good or times are bad
Whether, whether good or bad, happy or sad
Oh yeah, oh yeah, oh yeah"
87,Baccara,"Yes Sir, I Can Boogie",1977,"Mister
Your eyes are full of hesitation
Sure makes me wonder
If you know what you're looking for

Baby
I wanna keep my reputation
I'm a sensation
You try me once, you'll beg for more

Oh, yes sir, I can boogie
But a I need a certain song
I can boogie, boogie-boogie
All night long

And yes sir, I can boogie
If you stay, you can't go wrong
I can boogie, boogie-boogie
All night long

No sir
I don't feel very much like talking
No, neither walking
You wanna know if I can dance

Yes sir
Already told you in the first verse
And in the But I will give you one more chance

Oh, yes sir, I can boogie
But a need a certain song
I can boogie, boogie-boogie
All night long

And yes sir, I can boogie
If you stay, you can't go wrong
I can boogie, boogie-boogie
All night long

Oh, yes sir, I can boogie
But I need a certain song
I can boogie, boogie-boogie
All night long

And yes sir, I can boogie
If you stay, you can't go wrong
I can boogie, boogie-boogie
All night long

Oh, yes sir, I can boogie
But as I need a certain song
I can boogie, boogie-boogie
All night long

And yes sir, I can boogie

:) Your welcome"
88,Boney M,Daddy Cool,1976,"She's crazy like a fool
What about it daddy cool?

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool

She's crazy about her daddy
Oh she believes in him
She loves her daddy

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool"
89,Debbie Boone,You Light Up My Life,1977,"So many nights, I sit by my window
Waiting for someone to sing me his song
So many dreams, I kept deep inside me
Alone in the dark, but now you've come along

You light up my life, you give me hope to carry on
You light up my days and fill my nights with song

Rollin' at sea, adrift on the water
Could it be finally I'm turning for home?
Finally, a chance to say hey
I love You, never again to be all alone

You light up my life, you give me hope to carry on
You light up my days and fill my nights with song

You light up my life, you give me hope to carry on
You light up my days and fill my nights with song

It can't be wrong when it feels so right
'Cause you, you light up my life"
90,Bellamy Brothers,Let Your Love Flow,1976,"There's a reason for the sun shiny sky
And there's a reason why I'm feelin' so high
Must be the season
When that love light shines all around us
So let that feelin' grab you deep inside
And send you reelin' where your love can't hide
And then go stealin'
Through the summer nights with your lover

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams
And let your love show
And you'll know what I mean, it's the season
Let your love fly like a bird on the wing
And let your love bind you to all living things
And let your love shine
And you'll know what I mean, that's the reason

There's a reason for the warm sweet nights
And there's a reason for the candle lights
Must be the season
When those love rites shine all around us
So let the wonder take you into space
And lay you under its loving embrace
Just feel the thunder as it warms your face
You can't hold back
Just let your love flow like a mountain stream
And let your love grow
With the smallest of dreams and let your love show
And you'll know what I mean, it's the season
Let your love fly like a bird on the wing
And let your love bind you to all living things
And let your love shine
And you'll know what I mean, that's the reason

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams
And let your love show
And you'll know what I mean, it's the season
Let your love fly like a bird on the wing
And let your love bind you to all living things
And let your love shine
And you'll know what I mean, that's the reason"
91,Carpenters,Please Mr Postman,1975,"Carpenters
Horizon
Please Mr. Postman
( stop )

Oh yes, wait a minute

Mister postman

( wait )

Wait mister postman



(*) please mister postman look and see

( oh yeah )

If there's a letter in your bag for me

( please, please, mister postman )

Why's it takin' such a long time

( oh yeah )

For me to hear from that boy of mine



There must be

Some word today

From my boyfriend

So far away

Please mister postman

Look and see

If there's a letter

A letter for me



I've been standin' here

Waitin' mister postman

So patiently

For just a card

Or just a letter

Sayin' he's returning'

Home to me



Repeat (*)



So many days

You passed me by

See the tears

Standin' in my eyes

You didn't stop

To make me feel better

By leavin' me

A card or a letter



Repeat (*)



( why don't you check it and see one more time

For me you gotta )

Wait a minute, wait a minute...

( mister postman )

Mister postman look and see



( c'mon deliver the letter, the sooner, the better )

Mister postman"
92,George Baker Selection,Una Paloma Blanca,1975,"George Baker Selection
Miscellaneous
Una Paloma Blanca
When the sun shines on the mountain
And the night is on the run
It's a new day
It's a new way
And I fly up to the sun

I can feel the morning sunlight
I can smell the new-mown hay
I can hear God's voice is calling
For my golden sky light way

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Once I had my share of losing
for they locked me on a chain
Yes they tried to break my power
oh I still can feel the pain

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

Una paloma blanca
I'm just a bird in the sky
Una paloma blanca
Over the mountains I fly
No one can take my freedom away

[Yodel outro]"
93,Gilbert O'Sullivan,Get Down,1973,"Told you once before
And I won't tell you no more
Get down, get down, get down
You're a bad dog, baby
But I still want you 'round

You give me the creeps
When you jump on your feet
So get down, get down, get down
Keep your hands to yourself
I'm strictly out of bounds

Once upon a time I drank a little wine
Was as happy as could be, happy as could be
Now I'm just like a cat on a hot tin roof
Baby what do you think you're doin' to me

Told you once before
And I won't tell you no more
So get down, get down, get down
You're a bad dog, baby

But I still want you 'round, around
I still want you around, aye, aye, aye

I don't give a damn
And I'd like you if you can to
Get down, get down, get down
You're bad dog, baby
But I still want you 'round

Once upon a time I drank a little wine
Was as happy as could be, happy as could be
Now I'm just like a cat on a hot tin roof
Baby, what do you think you're doin' to me

Told you once before
And I won't tell you no more
So get down, get down, get down
You're a bad dog, baby
But I still want you 'round, around"
94,John Lennon,Instant Karma,1970,"Instant karma's gonna get you
Gonna knock you right on the head
You better get yourself together
Pretty soon you're gonna be dead

What in the world you thinking of
Laughing in the face of love?
What on earth you trying to do?
It's up to you, yeah, you

Instant karma's gonna get you
Gonna look you right in the face
Better get yourself together, darling
Join the human race

How in the world you gonna see
Laughing at fools like me?
Who in the hell do you think you are, a super star?
Well right, you are

Well, we all shine on
Like the moon and the stars and the sun
Well, we all shine on
Everyone, come on

Instant karma's gonna get you
Gonna knock you off your feet
Better recognize your brothers
Everyone you meet

Why in the world are we here?
Surely not to live in pain and fear
Why on earth are you there when you're everywhere?
Come and get your share

Well, we all shine on
Like the moon and the stars and the sun
Yeah, we all shine on
Come on and on and on on on

Yeah yeah, alright, uh huh, ah

Well, we all shine on
Like the moon and the stars and the sun
Yeah, we all shine on
On and on and on, on and on

Well, we all shine on
Like the moon and the stars and the sun
Well, we all shine on
Like the moon and the stars and the sun

Well, we all shine on
Like the moon and the stars and the sun
Yeah, we all shine on
Like the moon and the stars and the sun"
95,Neil Diamond,Cracklin' Rosie,1970,"Cracklin' Rosie, get on board
We're gonna ride till there ain't no more to go
Taking it slow
Lord, don't you know
Have me a time with a poor man's lady

Hitchin' on a twilight train
Ain't nothing here that I care to take along
Maybe a song
To sing when I want
Don't need to say please to no man for a happy tune

Oh, I love my Rosie child
She got the way to make me happy
You and me, we go in style
Cracklin' Rose you're a store-bought woman
But you make me sing like a guitar hummin'
So hang on to me, girl
Our song keeps runnin' on

Play it now
Play it now
Play it now, my baby

Cracklin' Rosie, make me a smile
Girl, if it lasts for an hour, well, that's all right
We got all night
To set the world right
Find us a dream that don't asks no questions, yeah

Oh, I love my Rosie child
You got the way to make me happy
You and me, we go in style
Cracklin' Rose, you're a store-bought woman
But, you make me sing like a guitar hummin'
So hang on to me, girl
Our song keeps runnin' on

Play it now
Play it now
Play it now, my baby
Cracklin' Rosie, make me a smile
Girl, if it lasts for an hour, well, that's all right
We got all night
To set the world right
Find us a dream that don't asks no questions, yeah
Ba ba ba ba"
96,Daniel Boone,Beautiful Sunday,1972,"Sunday morning, up with the lark
I think I'll take a walk in the park
Hey, hey, hey, it's a beautiful day

I've got someone, waiting for me
When I see her, I know that she'll say
Hey, hey, hey, it's a beautiful day

Hi, hi, hi, beautiful Sunday
This is my, my, my, beautiful day
When you say, say, say, say that you love me
Oh, my, my, my it's a beautiful day

Birds are singing, you by my side
Let's take a car and go for a ride
Hey, hey, hey, it's a beautiful day

We'll drive on and follow the sun
Makin' Sunday go on and on
Hey, hey, hey, it's a beautiful day

Hi, hi, hi, beautiful Sunday
This is my, my, my, beautiful day
When you say, say, say, say that you love me
Oh, my, my, my, it's a beautiful day

Hi, hi, hi, beautiful Sunday
This is my, my, my, beautiful day
When you say, say, say, say that you love me
Oh, my, my, my it's a beautiful day"
97,Carole King,It's Too Late,1971,"Stayed in bed all mornin' just to pass the time
There's something wrong here there can be no denyin'
One of us is changin' or maybe we've just stopped tryin'
And it's too late baby now it's too late
Though we really did try to make it
Something inside has died and I can't hide it and I just can't fake it
Oh, no-no-no-no
(no-no-no-no)

It used to be so easy livin' here with you
You were light and breezy and I knew just what to do
Now you look so unhappy and I feel like a fool
And it's too late baby now it's too late
Though we really did try to make it
(we can't make it)
Something inside has died and I can't hide it and I just can't fake it
Oh, no-no
Do-do-do-do-do
(la-la-la-la-la)
There'll be good times again for me and you
But we just can't stay together don't you feel it too?
Still I'm glad for what we had and how I once loved you
But it's too late baby now it's too late
Though we really did try to make it
(we can't make it now)
Something inside has died and I can't hide it and I just can't fake it
Oh, no-no-no-no-no
It's too late
Baby
It's too late
Now darlin'
It's too l-a-t-e..."
98,Steve Miller Band,The Joker,1974,"Some people call me the space cowboy
Yeah
Some call me the gangster of love
Some people call me Maurice
'Cause I speak of the pompatus of love

People talk about me baby
Say I'm doin' you wrong doin' you wrong
Well don't you worry baby don't worry
'Cause I'm right here right here right here right here at home

'Cause I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one

I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on run
W-o-o-o h-o-o-o
W-o-o-o h-o-o-o

You're the cutest thing that I ever did see
I really love your peaches
Want to shake your tree
Lovey dovey lovey dovey lovey dovey all the time
Ooo-eee baby
I'll sure show you good time

'Cause I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on the run

I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
l play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one

W-o-o-o h-o-o-o
W-o-o-o h-o-o-o
People keep talking about me baby
Say I'm doin' you wrong
Well don't you worry don't worry no don't worry
Mama
'Cause I'm right here at home
You're the cutest thing I ever did see
I really love your peaches
Want to shake your tree
Lovey dovey lovey dovey lovey dovey all the time
C'mon baby and I'll show you a good time"
99,Queen,We Are the Champions,1977,"I've paid my dues time after time
I've done my sentence but committed no crime
And bad mistakes, I've made a few
I've had my share of sand kicked in my face but I've come through
And I need to go on and on and on and on

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions of the world

I've taken my bows and my curtain calls
You've brought me fame and fortune and everything that goes with it
I thank you all
But it's been no bed of roses, no pleasure cruise
I consider it a challenge before the whole human race and I ain't gonna lose
And I need to go on and on and on and on

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions of the world

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions"
100,Brotherhood of Man,Save All Your Kisses For Me,1976,"Though it hurts to go away
It's impossible to stay
But there's one thing I must say before I go
I love You (I love you) --you know
I'll be thinking of You in most everything I do
Now the time is moving on
And I really should be gone
But You keep me hanging on for one more smile
I love You (I love you) --all the while
With your cute little way
Will You promise that you'll save your
Kisses for me
Save all your kisses for me
Bye bye baby bye bye
Don't cry honey don't cry
Gonna walk out the door
But I'll soon be back for more

Kisses for me
Save all your kisses for me
So long honey so long
Hang on baby hang on
Don't You dare me to stay
Cause You know I'll have to say

That I've got to work each day
And that's why I go away
But I count the seconds till I'm home with You
I love You (I love you) --it's true
You're so cute honey -gee
Won't You save them up for me -your

Kisses for me
Save all your kisses for me
Bye bye baby bye bye
Don't cry honey don't cry
Gonna walk out the door
But I'll soon be back for more

Kisses for me
Save all your kisses for me
So long honey so long
Hang on baby hang on
Don't you dare me to stay
Cause you know
You've got to save your

Kisses for me
Save all your kisses for me
Bye bye baby bye bye
Don't cry honey don't cry
Won't You save them for me
Even though you're only three..."
